Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
Star Trek: Shattered Universe,XB,2004,Simulation,41,4,E
Company of Heroes: Tales of Valor,PC,2009,Strategy,70,7.2,M
12Riven: The Psi-Climinal of Integral,PS2,2008,Adventure,nan,,
Battle Spirits: Digital Starter,DS,2010,Role-Playing,nan,,
Farm Frenzy 3,PC,2009,Strategy,nan,tbd,E
Guilty Gear XX Accent Core,Wii,2007,Fighting,75,8.4,T
Lionel Trains: On Track,DS,2006,Action,47,tbd,E
WarJetz,PS2,2001,Shooter,59,5.5,T
Breeding Stud 2,PS,1998,Sports,nan,,
Banushi Life Game: Winner's Circle,DS,2007,Sports,nan,,
Stellaris,PC,2016,Strategy,78,8,
Gakuen Hetalia Portable,PSP,2011,Adventure,nan,,
Catwoman,GBA,2004,Action,61,tbd,T
Devil May Cry 4,PC,2008,Action,78,8.5,M
Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009,Puzzle,nan,,
Capcom Fighting Evolution,XB,2005,Fighting,61,tbd,T
Gray Matter,X360,2011,Adventure,nan,,
Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,nan,tbd,M
Riding Stables: The Whitakers present Milton and Friends,3DS,2011,Sports,nan,,
World Poker Tour,PSP,2006,Misc,68,tbd,T
Barnyard,Wii,2006,Action,65,5.7,E10+
Paws & Claws: Regal Resort,DS,2010,Simulation,nan,,
Mazes of Fate DS,DS,2008,Role-Playing,nan,tbd,T
Novastorm,PS,1995,Shooter,nan,,
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012,Role-Playing,nan,,
PopCap Arcade Vol 1,X360,2007,Puzzle,nan,tbd,E
Test Drive: Ferrari Legends,PS3,2012,Racing,62,4.9,E
Heroes of Might and Magic V,PC,2006,Strategy,77,7.9,T
Dead Ball Zone,PS,1998,Sports,nan,,
NBA in the Zone 2000,N64,2000,Sports,nan,,
Winning Post World 2010,PS3,2010,Sports,nan,,
NBA In The Zone '99,N64,1998,Sports,nan,,
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010,Action,nan,,
World Series Baseball,SAT,1994,Sports,nan,,
Haunted Casino,SAT,1996,Adventure,nan,,
Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,78,7.2,M
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,2012,Action,nan,,
Aeon Flux,PS2,2005,Action,66,5.8,T
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Sports,nan,,
Age of Mythology: The Titans,PC,2003,Strategy,84,8.7,T
Chicken Blaster,DS,2009,Shooter,nan,tbd,E10+
S.Y.K Renshouden Portable,PSP,2011,Adventure,nan,,
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,72,8.3,T
Arctic Tale,Wii,2007,Adventure,nan,tbd,E
Virtua Tennis 4,PC,2011,Sports,66,7.3,E
Metal Max Returns,SNES,1995,Role-Playing,nan,,
Shattered Union,XB,2005,Strategy,66,6.9,T
GRID,PC,nan,Racing,87,7.9,E
Monster High: New Ghoul in School,PS3,2015,Action,nan,tbd,E
Hanaoni: Yume no Tsudzuki,PSP,2012,Action,nan,,
Mat Hoffman's Pro BMX 2,GC,2002,Sports,70,tbd,T
Deadliest Warrior: Ancient Combat,PS3,2012,Fighting,nan,tbd,M
Unchained Blades ,3DS,2011,Role-Playing,65,7.8,T
Terraria,XOne,2014,Action,84,7.7,T
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014,Adventure,nan,,
Company of Heroes: Opposing Fronts,PC,2007,Strategy,87,8.6,M
Gal*Gun,X360,2011,Shooter,nan,,
Black & White,PC,2001,Strategy,nan,,
NHL Hitz Pro,GC,nan,Sports,81,7.8,E
Ookami Kakushi,PSP,2009,Action,nan,,
 Haikyu!! Cross Team Match!,3DS,2016,Adventure,nan,,
Gormiti: The Lords of Nature!,Wii,2010,Adventure,nan,,
North American Hunting Extravaganza 2,Wii,2010,Sports,nan,,
Zen-Nippon GT Senshuken,SNES,1995,Racing,nan,,
Monaco Grand Prix,N64,1999,Racing,nan,,
Worms Armageddon,N64,1999,Strategy,nan,,
Rally Challenge 2000,N64,1999,Racing,nan,,
Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000,Platform,nan,,
PD Ultraman Battle Collection 64,N64,1999,Strategy,nan,,
Deadly Arts,N64,1998,Fighting,nan,,
Superman: Countdown to Apokolips,GBA,2003,Platform,47,5.7,E
Sengoku Musou 3 Z Special,PSP,2012,Action,nan,,
Kikou Heidan J-Phoenix 2,PS2,2003,Action,nan,,
Ben 10 Galactic Racing,PSV,2012,Racing,nan,3.8,E
Dragon's Lair 3D: Return to the Lair,GC,2002,Platform,nan,,
Harukanaru Toki no Naka de 5,PSP,2011,Role-Playing,nan,,
Worms 4: Mayhem,XB,2005,Strategy,69,9.2,T
Winning Post 7 2012,PSP,2012,Sports,nan,,
Rise of Nations,PC,2003,Strategy,89,9,T
Who Wants to Be a Millionaire: 3rd Edition,DS,2010,Misc,nan,tbd,E
Point Blank 2,PS,1998,Shooter,nan,,
Saru! Get You! Pipo Saru Senki,PSP,2009,Role-Playing,nan,,
Men of War: Vietnam,PC,2011,Strategy,68,4.9,T
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,2013,Sports,nan,,
Imperial Glory,PC,2005,Strategy,69,8.4,T
Imabikisou,PS3,2007,Adventure,nan,,
Hakuouki: Reimeiroku Portable,PSP,2011,Adventure,nan,,
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008,Shooter,nan,,
Antz Extreme Racing,PS2,2002,Racing,31,5,E
Motto TOEIC Test DS Training,DS,2008,Misc,nan,,
Super Robot Gakuen,DS,2009,Adventure,nan,,
Atelier Iris 3: Grand Phantasm (JP Sales),PS2,2006,Role-Playing,nan,,
Ape Escape,PS3,2010,Platform,nan,,
Jojo's Fashion Show: Design in a Dash!,DS,2009,Simulation,nan,,
Mike Tyson Boxing,GBA,2002,Sports,44,tbd,E
The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012,Role-Playing,nan,,
Go Diego Go!: Safari Rescue,PS2,2008,Action,nan,,
System 3 presents Ferrari Challenge Trofeo Pirelli,DS,2008,Racing,nan,,
Samurai Warriors 2: Empires,X360,2007,Action,53,8.5,T
Metal Slug XX,PSP,2009,Shooter,67,6.1,T
Clannad,PS2,2006,Adventure,nan,,
Patrician IV,PC,2010,Strategy,66,6.4,E
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009,Fighting,nan,,
Fisherman's Challenge,PS2,2003,Sports,67,7.5,E
Mission: Impossible - Operation Surma,GBA,2003,Platform,42,tbd,T
Akko ni Omakase! Brain Shock,DS,2006,Misc,nan,,
Platinum Sudoku,DS,2007,Puzzle,nan,tbd,E
Resident Evil: Revelations,PC,2013,Action,77,7,M
King of Fighters: Maximum Impact Regulation A,PS2,2007,Fighting,nan,,
Date A Live: Rine Utopia,PS3,2013,Adventure,nan,,
Durarara!! 3way Standoff: Alley,PSP,2011,Adventure,nan,,
Gummy Bears Mini Golf,Wii,2010,Sports,nan,,
The Da Vinci Code,XB,2006,Action,52,2.8,T
Monster Band,DS,2008,Misc,nan,tbd,E
Famicom Mini: Clu Clu Land,GBA,2004,Puzzle,nan,,
Super Black Bass Fishing,DS,2005,Sports,35,tbd,E
Sacred Blaze,PS2,2009,Strategy,nan,,
Painkiller: Hell & Damnation,PS3,2013,Shooter,nan,,
Rollin' Rascals,DS,2009,Puzzle,nan,tbd,E
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007,Misc,nan,,
Pure Pinball,XB,2004,Misc,68,8.5,E
Thoroughbred Breeder II Plus,PS,1995,Simulation,nan,,
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,2011,Adventure,nan,,
Zac to Ombra: Maboroshi no Yuuenchi,DS,2010,Adventure,nan,,
Shadow of the Colossus,PS3,2011,Action,nan,8.4,T
Phantom Breaker,X360,2011,Fighting,nan,,T
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,nan,,
BlazBlue: Chrono Phantasma Extend,PS3,2015,Action,nan,8.3,T
Valhalla Knights 2: Battle Stance,PSP,2009,Role-Playing,nan,tbd,E10+
Yuki Yuna is a Hero: Memory of the Forest,PSV,2015,Action,nan,,
99 no Namida,DS,2008,Adventure,nan,,
Cyber Troopers Virtual-On Marz,PS2,2003,Fighting,nan,,
Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008,Adventure,nan,,
Clannad,PSP,2008,Adventure,nan,,
Headhunter: Redemption,PS2,2004,Action,62,6.7,M
Stuntman,GBA,2003,Racing,77,tbd,E
The Chase: Felix Meets Felicity,DS,2009,Action,59,tbd,E
Time Travelers,3DS,2012,Adventure,nan,,
WSC Real 11: World Snooker Championship,X360,2011,Sports,nan,,
Dead Rising,PS4,2016,Action,78,6.6,M
Luxor: Pharaoh's Challenge,Wii,nan,Puzzle,nan,tbd,E
Grand Theft Auto: Vice City,PC,2003,Action,94,8.8,M
Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016,Misc,nan,,
Syndicate Wars,PS,1997,Strategy,nan,,
Sonic PC Collection,PC,2009,Misc,nan,,
Surf's Up,PS3,2007,Sports,59,5.1,E10+
DuckTales: Remastered,X360,2013,Action,nan,,
Draglade (JP sales),DS,2007,Fighting,nan,,
Herc's Adventures,PS,1997,Action,nan,,
Tiger Woods PGA Tour Golf,GBA,2002,Sports,nan,tbd,E
SWAT: Target Liberty,PSP,2007,Shooter,50,7.7,T
Twin Strike: Operation Thunder,Wii,2008,Shooter,50,8.3,E10+
CSI: Fatal Conspiracy,PC,2010,Adventure,47,5.5,M
Bomberman: Act Zero,X360,2006,Puzzle,34,2.2,T
All Points Bulletin,PC,2010,Role-Playing,nan,,
Empire Earth III,PC,2007,Strategy,50,2.8,T
Astro Boy: The Video Game,PSP,2009,Action,60,tbd,E10+
The Sims 4: Spa Day,PC,2015,Simulation,nan,7.6,T
Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007,Racing,nan,tbd,E10+
Game of Thrones (Telltale),PS3,2015,Adventure,nan,,
Resident Evil: Operation Raccoon City,PC,2012,Action,48,3.8,M
Hyperdimension Neptunia Victory II,PS4,2015,Role-Playing,nan,,
Free Running,Wii,2009,Sports,nan,tbd,T
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,2015,Role-Playing,nan,,
Dreamfall: The Longest Journey,XB,2006,Adventure,73,8.8,M
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995,Misc,nan,,
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010,Adventure,nan,,
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005,Misc,nan,,
Zatch Bell! Mamodo Fury,GC,2005,Fighting,nan,,
JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,48,3.1,T
SpongeBob: HeroPants,3DS,2015,Platform,nan,tbd,E
Dora's Big Birthday Adventure,PS2,2010,Misc,nan,tbd,E
PopStar Guitar,PS2,2008,Misc,nan,tbd,T
NHL Blades of Steel 2000,PS,1999,Sports,nan,,
Outlaw Volleyball Remixed,PS2,2004,Sports,57,tbd,M
Corpse Party: Blood Covered - Repeated Fear,3DS,2015,Adventure,nan,,
The Adventures of Darwin,PS2,2006,Strategy,53,tbd,E10+
Berserk and the Band of the Hawk,PS4,2016,Action,nan,,
Just Sing! Vol. 2,DS,2011,Misc,nan,,
Klonoa Heroes: Densetsu no Star Medal,GBA,2002,Role-Playing,nan,,
Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001,Adventure,nan,,
Metal Gear Solid V: The Definitive Experience,PS4,2016,Action,nan,7.8,M
Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011,Puzzle,nan,,
Brothers In Arms DS,DS,2007,Shooter,72,8,T
Gal Gun: Double Peace,PSV,2015,Action,nan,8.1,M
Warhammer: Dark Omen,PS,1998,Strategy,nan,,
Denki Blocks!,GBA,2001,Puzzle,nan,,
Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012,Action,nan,,
Off-Road Drive,PC,2011,Racing,60,6.4,
A Ressha de Ikou DS,DS,2009,Simulation,nan,,
Harukanaru Toki no Naka de 4: Aizouban,PSP,2010,Role-Playing,nan,,
Ballistic,PS,1999,Puzzle,nan,,
Colin McRae Rally 3,XB,2002,Racing,86,7.4,E
City Builder,Wii,2010,Misc,nan,tbd,E
Don Bradman Cricket 14,XOne,2015,Sports,nan,,
Sega Rally 2006,PS2,nan,Racing,nan,,
TMNT,DS,2007,Action,42,2.2,E10+
Gundam Battle Online,DC,2001,Action,nan,,
Shonen Jump's One Piece: Grand Adventure,GC,2006,Fighting,nan,,
NatGeo Challenge! Wild Life,Wii,2010,Misc,nan,,
Holly Hobbie & Friends,DS,2007,Misc,nan,,
Stolen,PS2,2005,Action,51,7.4,T
Glacier2,Wii,2009,Racing,nan,,
Gitaroo Man Lives!,PSP,2006,Misc,nan,,
Stoked: Big Air Edition,X360,2009,Sports,72,7.7,T
Heathcliff! Frantic Foto,DS,2010,Misc,nan,,
Memories Off 6: T-Wave,PS2,2008,Adventure,nan,,
LEGO Jurassic World,PC,2015,Action,72,7.1,E10+
Pro Race Driver,XB,2003,Racing,80,7.5,T
Famicom Remix Best Choice,3DS,2015,Action,nan,,
Ide Yosuke no Mahjong Kazoku,PS,1995,Misc,nan,,
Jig-A-Pix: Pets,DS,2009,Puzzle,nan,tbd,E
R-Type Command (correct US sales),PSP,2007,Strategy,nan,,
Quiz Mobile Gundam: Toi Senshi DX,PSP,2006,Puzzle,nan,,
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001,Platform,nan,,
Story Hour: Fairy Tales,Wii,2008,Adventure,nan,tbd,E
The Movies,PC,2005,Simulation,84,8.3,T
Countdown Vampires,PS,1999,Adventure,41,tbd,M
Dynasty Warriors Vol. 2 (JP sales),PSP,2006,Action,nan,,
Crypt Killer,PS,1997,Shooter,nan,,
Tokumei Sentai Go-Busters,DS,2012,Action,nan,,
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002,Sports,nan,,
The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015,Misc,nan,,
FIFA World Cup Germany 2006,DS,2006,Sports,71,7.2,E
Train Simulator 2016,PC,2015,Simulation,nan,4,E
PO'ed,PS,1996,Shooter,nan,,
Battle Hunter,PS,1999,Strategy,nan,,
Wicked Monster Blast!,Wii,2011,Shooter,nan,,
Adidas Power Soccer,PS,1996,Sports,nan,,
Supreme Commander: Forged Alliance,PC,2007,Strategy,81,8.9,E10+
Darklight Conflict,PS,1997,Simulation,nan,,
Shin Hayarigami,PS3,2014,Adventure,nan,,
Warriors Orochi 3,XOne,2014,Action,nan,,
Dragon Ball: Advanced Adventure,GBA,2004,Action,75,8.5,E10+
Art of Fighting 3: The Path of the Warrior,NG,1996,Fighting,nan,,
I'm A Celebrity: Get Me Out of Here!,DS,2009,Misc,nan,,
The Ripping Friends,GBA,2002,Action,38,tbd,E
Konami Arcade Classics,PS,1999,Misc,nan,,
Hunter x Hunter: Wonder Adventure,PSP,2012,Action,nan,,
Lost Planet 3,PC,2013,Shooter,61,6.2,T
Super Army War,GBA,2005,Action,58,tbd,T
Ao no Exorcist: Genkoku no Labyrinth,PSP,2012,Action,nan,,
Echo Night Beyond,PS2,2004,Adventure,60,8.8,T
Meteos: Disney Magic,DS,2007,Puzzle,74,6.6,E
Minna no Chizu,PSP,2006,Misc,nan,,
Doom II: Hell on Earth,GBA,2002,Shooter,nan,,
Taikou Risshiden V,PSP,2009,Strategy,nan,,
Jikkyou Powerful Major League,GC,2006,Sports,nan,,
NASCAR Heat Evolution,XOne,2016,Racing,nan,1.6,E
Suzumiya Haruhi no Tsuisou,PSP,2011,Adventure,nan,,
Beyblade Evolution,3DS,2013,Action,49,6.3,E
Ar Nosurge: Ode to an Unborn Star,PSV,2014,Role-Playing,nan,,
Evolution Skateboarding,GC,2002,Sports,44,tbd,T
Castlevania: Lords of Shadow 2,PC,2014,Action,58,7.7,M
Greg Hastings' Tournament Paintball Max'd,DS,2006,Shooter,39,7.4,E10+
Jikkyou World Soccer 2002,PS2,2002,Sports,nan,,
Sleepover Party,Wii,2009,Misc,nan,,
Halo: Combat Evolved,PC,2003,Shooter,83,7.4,M
Tenshou Gakuen Gekkouroku,PS2,2006,Adventure,nan,,
Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,69,7.9,T
Ski-Doo Snowmobile Challenge,X360,2009,Racing,nan,tbd,E
Little Red Riding Hood's Zombie BBQ,DS,2008,Shooter,68,7.3,T
Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008,Adventure,nan,,
Ragnarok Odyssey,PS3,2014,Role-Playing,nan,,
Texas Hold 'Em Poker DS,DS,2005,Misc,nan,tbd,E
Big Mutha Truckers,GBA,2005,Racing,nan,,
Magical Starsign (JP sales),DS,2006,Role-Playing,nan,,
Assassin's Creed Chronicles: China,PS4,2015,Action,69,6.4,T
DT Carnage,PSP,2009,Racing,nan,tbd,E10+
Worms: Ultimate Mayhem,PC,2011,Strategy,66,7.8,E10+
Rugby 08,PS2,2007,Sports,74,7.4,E
GoPets: Vacation Island,DS,2008,Simulation,nan,tbd,E
Pia Carrot e Youkoso!! 2.5,DC,2008,Adventure,nan,,
Caesar IV,PC,2006,Strategy,74,7.6,E10+
Sherlock Holmes: Secret of The Silver Earring,Wii,2010,Adventure,nan,,
Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,71,6.2,E
Cy Girls,PS2,2004,Action,53,8.8,M
Ray Gigant,PSV,2015,Role-Playing,72,8.1,T
APB Reloaded,PC,2011,Role-Playing,56,5.7,M
The Sum of All Fears,GBA,2002,Shooter,69,tbd,T
Da Capo I & II Plus Situation Portable,PSP,2010,Adventure,nan,,
Winning Post 8 ,PSV,2014,Racing,nan,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010,Misc,nan,,
Bubble Bobble Double Shot,DS,2007,Puzzle,50,4.8,E
Bionicle Heroes,Wii,2007,Shooter,52,5.8,E10+
Harry Potter and the Order of the Phoenix,PC,2007,Action,63,7.1,E10+
Minority Report: Everybody Runs,GBA,2002,Action,54,tbd,T
Monster Hunter Frontier Online: Season 9.0,X360,2010,Role-Playing,nan,,
C.O.R.E.,DS,2009,Shooter,44,6.9,M
Garfield: The Search for Pooky,GBA,2003,Platform,nan,,
Galaxy Fight,SAT,1994,Fighting,nan,,
Super Hero Generation,PSV,2014,Role-Playing,nan,,
Chaos Wars,PS2,2006,Strategy,64,6.9,T
Steambot Chronicles,PS2,2005,Role-Playing,74,8.2,T
Mr. Driller,PS,1999,Puzzle,nan,,
Toki no Kizuna: Sekigahara Kitan,PSP,2012,Action,nan,,
Norn9: Norn + Nonette,PSP,2013,Adventure,nan,,
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007,Adventure,nan,,
Gumby vs. the Astrobots,GBA,2005,Action,63,tbd,E
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008,Misc,nan,,
Scaler,GC,2004,Platform,69,7.3,E
Summer Challenge: Athletics Tournament,PS3,2011,Sports,nan,tbd,
Chaos;Head Noah,X360,2009,Adventure,nan,,
Scarface: The World is Yours,PC,2006,Action,73,7.5,M
Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009,Strategy,nan,,
Legasista,PS3,2012,Role-Playing,68,6.3,T
Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,68,8.3,T
Logic Machines,DS,2009,Puzzle,nan,,
Harry Potter and the Prisoner of Azkaban,PC,2004,Action,67,7.2,E
Nobunaga's Ambition II,3DS,2015,Strategy,nan,,
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,2009,Adventure,nan,,
OutRun 2006: Coast 2 Coast,PSP,2006,Racing,82,8.1,E
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016,Misc,nan,,
Rhapsody: A Musical Adventure,PS,1998,Role-Playing,nan,,
Fading Shadows,PSP,2008,Puzzle,62,tbd,E
Music Maker: Rockstar,PS2,2009,Misc,nan,,
Smashing Drive,XB,2002,Racing,42,tbd,T
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS,2008,Misc,nan,,
Without Warning,PS2,2005,Shooter,45,6.5,M
Formula 1 06,PS2,2006,Racing,nan,,
Fighting Vipers 2,DC,2000,Fighting,nan,,
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005,Action,56,tbd,E10+
Richard Burns Rally,PC,2004,Racing,nan,,
Napoleon Dynamite: The Game,PSP,2007,Puzzle,37,4.6,E10+
Beatdown: Fists of Vengeance,XB,2005,Action,nan,,
Saints Row 2,PC,2009,Action,72,6.8,M
Enchanted Arms (JP sales),PS3,2007,Role-Playing,nan,,
Trine 2,PC,2011,Platform,84,8.4,E10+
Monster Force,GBA,2002,Shooter,65,tbd,E
Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007,Misc,nan,,
Sid Meier's Railroads!,PC,2006,Simulation,nan,,
Clock Zero: Shuuen no Ichibyou Portable,PSP,2011,Adventure,nan,,
Trick x Logic: Season 2,PSP,2010,Adventure,nan,,
San Goku Shi DS 3,DS,2010,Strategy,nan,,
Hakuouki: Zuisouroku,PS2,2009,Adventure,nan,,
World Championship Pool 2004,XB,2003,Sports,67,tbd,E
Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006,Sports,nan,,
Jikkyou Powerful Major League 2009,Wii,2009,Sports,nan,,
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,67,8.2,E10+
SD Gundam Force: Showdown!,PS2,2004,Shooter,nan,,
The Treasures of Montezuma,DS,2010,Puzzle,nan,tbd,E
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006,Adventure,nan,,
Flow: Urban Dance Uprising,PS2,2005,Misc,65,tbd,T
Ailu de Puzzle,PSP,2012,Action,nan,,
Real Soccer 2008,DS,2007,Sports,nan,tbd,E
Transport Fever,PC,2016,Simulation,70,7,
True Pinball,PS,1996,Misc,nan,,
Homefront: The Revolution,PC,2016,Shooter,54,3.5,M
Stadium Games,GBA,2003,Sports,nan,,
RLH: Run Like Hell,XB,2003,Shooter,55,8,M
Power Play Pool,DS,2006,Sports,nan,tbd,E
Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017,Role-Playing,nan,,
J-League Pro Striker 2,GEN,1994,Sports,nan,,
Obscure,XB,2004,Adventure,66,8.4,M
Mahjong Taikai,DS,2004,Misc,nan,,
Super Robot Taisen: Scramble Commander the 2nd,PS2,2007,Strategy,nan,,
Just Dance 2017,XOne,2016,Misc,75,8,E10+
Just Dance 2017,X360,2016,Misc,nan,tbd,E10+
Stranger of Sword City,PSV,2015,Role-Playing,71,8,T
Jane's Hotel,DS,2010,Simulation,nan,tbd,E
Espgaluda II Black Label,X360,2010,Shooter,nan,,
Hot Potato!,GBA,2001,Action,nan,,
The Croods: Prehistoric Party!,3DS,2013,Misc,nan,,
World of Goo,PC,2008,Puzzle,90,8.5,E
Kiniro no Corda 2 f,PSP,2009,Role-Playing,nan,,
Pro Evolution Soccer 2017,X360,2016,Sports,nan,6.5,E
World in Conflict: Complete Edition,PC,2009,Strategy,nan,tbd,T
Deception III: Dark Delusion,PS,1999,Role-Playing,nan,,
Ultimate Game Room,DS,2009,Misc,nan,tbd,E
Warhammer: The End Times - Vermintide,PS4,2016,Action,nan,,
DoraMoji: Nobita no Kanji Daisakusen,3DS,2015,Misc,nan,,
Secret Files 2: Puritas Cordis,PC,2009,Adventure,64,7.1,T
Half-Minute Hero 2,PSP,nan,Role-Playing,nan,,
Cook Wars,Wii,2009,Misc,nan,tbd,E
Monster Kingdom: Jewel Summoner,PSP,2006,Role-Playing,66,6.8,T
Railroad Tycoon 3,PC,2003,Strategy,80,7.7,E
Kuroshitsuji: Phantom & Ghost,DS,2009,Action,nan,,
Zoo Hospital,DS,2007,Simulation,53,tbd,E
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010,Role-Playing,nan,,
Macross ? Scramble,PSV,2016,Action,nan,,
Sudoku Ball Detective,Wii,2009,Puzzle,nan,tbd,E10+
The Ant Bully,GBA,2006,Platform,nan,tbd,E
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010,Adventure,nan,,
Sega Arcade Gallery,GBA,2003,Misc,70,tbd,E
Tao Adventure: Curse Demon,DS,2005,Role-Playing,nan,,
"My World, My Way (US sales)",DS,2008,Role-Playing,nan,,
S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,75,7.7,M
Black Stone: Magic & Steel,XB,2003,Role-Playing,nan,,
NHRA Drag Racing: Countdown to the Championship,PS2,2007,Racing,nan,,
Sins of a Solar Empire: Trinity,PC,2010,Strategy,nan,7.9,T
Bratz Kidz,DS,2008,Misc,nan,tbd,E
Harukanaru Toki no Naka de: Maihitoyo,PS2,2006,Adventure,nan,,
Painkiller: Hell Wars,XB,2006,Shooter,68,7.4,M
Housekeeping,DS,nan,Action,nan,,
My Hero Academia: Battle for All,3DS,2016,Action,nan,,
FunkMaster Flex's Digital Hitz Factory,PS2,2003,Misc,71,8.9,E
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,2007,Racing,nan,,
Greg Hastings Paintball 2,PS3,2010,Shooter,46,tbd,E10+
Sangoku Koi Senki: Otome no Heihou!,PSP,2012,Adventure,nan,,
Castlevania Bloodlines,GEN,1994,Platform,nan,,
Hakuouki: Zuisouroku DS,DS,2011,Adventure,nan,,
Detective Conan: Prelude from the Past,PSP,2012,Action,nan,,
100 Classic Games,DS,2011,Misc,nan,,
Luminous Arc 3,DS,2009,Role-Playing,nan,,
Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013,Action,nan,,
World in Conflict,PC,2007,Strategy,89,8.1,T
XBLAZE Code: Embryo,PS3,2013,Adventure,nan,7.1,M
The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015,Role-Playing,nan,,
Major League Baseball 2K8,PSP,nan,Sports,63,tbd,E
FabStyle,3DS,2011,Strategy,nan,,
Rebel Raiders: Operation Nighthawk,PS2,2006,Simulation,53,tbd,E10+
Astrology DS,DS,2009,Misc,nan,,
Zenkoku Dekotora Matsuri,Wii,2008,Racing,nan,,
Cooking Mama: My Sweets Shop,3DS,2014,Simulation,nan,,
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,2016,Action,nan,,
Alienators: Evolution Continues,GBA,2001,Action,54,tbd,E
Onechanbara Z Kagura,PS3,2013,Action,nan,,
Dead or Alive Xtreme 3: Venus,PSV,2016,Sports,nan,,
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010,Misc,nan,,
Pro Cycling Manager 2016,PC,2016,Sports,64,4.8,
Pirates: Duels on the High Seas,DS,2008,Action,50,tbd,E
MX World Tour Featuring Jamie Little,XB,2005,Racing,51,tbd,E
PriPara Mezameyo! Megami no Dress Design,3DS,2016,Action,nan,,
Tomb Raider: Anniversary,PC,2007,Action,83,8.1,T
Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,nan,,
